"Census Profile, 2021 Census of Population"
"Ethnic or cultural origin","  Indonesian",,  1555,"",
"Ethnic or cultural origin","  Laotian",,  1015,"",
"Ethnic or cultural origin","  Ilocano",,  2575,"",
"Ethnic or cultural origin","  Northern Irish",,   920,"",
"Ethnic or cultural origin","  Celtic, n.o.s.",150,   805,"",
"Ethnic or cultural origin","  British Columbian",,   520,"",
"Ethnic or cultural origin","  Ecuadorian",,   405,"",
"Ethnic or cultural origin","  Franco Ontarian",,   125,"",
"Ethnic or cultural origin","  Argentinian",,  1050,"",
"Ethnic or cultural origin","  Estonian",,   980,"",
"Ethnic or cultural origin","  Kurdish",,  1060,"",
"Ethnic or cultural origin","  Fijian",,  1145,"",
"Ethnic or cultural origin","  Jatt",,  1410,"",
"Ethnic or cultural origin","  North American, n.o.s.",151,   645,"",
"Ethnic or cultural origin","  Coptic",,   440,"",
"Ethnic or cultural origin","  Thai",,  1185,"",
"Ethnic or cultural origin","  Dominican",,   405,"",
"Ethnic or cultural origin","  Nepali",,  2255,"",
"Ethnic or cultural origin","  Kabyle",,    95,"",
"Ethnic or cultural origin","  Assyrian",,   420,"",
"Ethnic or cultural origin","  Igbo",,  3150,"",
"Ethnic or cultural origin","  Byelorussian",,   730,"",
"Ethnic or cultural origin","  Dene, n.o.s.",152,   215,"",
"Ethnic or cultural origin","  Blackfoot, n.o.s.",153,  1580,"",
"Ethnic or cultural origin","  Abenaki",,    50,"",
"Ethnic or cultural origin","  Moldovan",,   990,"",
"Ethnic or cultural origin","  Iroquois (Haudenosaunee), n.o.s.",154,   245,"",
"Ethnic or cultural origin","  New Zealander",,  1095,"",
"Ethnic or cultural origin","  Sudanese",,  2480,"",
"Ethnic or cultural origin","  Breton",,    40,"",
"Ethnic or cultural origin","  Pennsylvania Dutch",,   350,"",
"Ethnic or cultural origin","  Malaysian",,  1175,"",
"Ethnic or cultural origin","  Plains Cree",,   200,"",
"Ethnic or cultural origin","  North African, n.o.s.",155,   420,"",
"Ethnic or cultural origin","  Huron (Wendat)",,    80,"",
"Ethnic or cultural origin","  Saskatchewanian",,  1150,"",
"Ethnic or cultural origin","  Buddhist",,  1010,"",
"Ethnic or cultural origin","  Gaspesian",,    10,"",
"Ethnic or cultural origin","  Norman",,   145,"",
"Ethnic or cultural origin","  Southern or East African, n.o.s.",156,  1270,"",
"Ethnic or cultural origin","  Ivorian",,   210,"",
"Ethnic or cultural origin","  Saulteaux",,   280,"",
"Ethnic or cultural origin","  Anishinaabe, n.o.s.",157,   160,"",
"Ethnic or cultural origin","  Burundian",,   150,"",
"Ethnic or cultural origin","  Tigrinya",,  2240,"",
"Ethnic or cultural origin","  Nicaraguan",,   800,"",
"Ethnic or cultural origin","  Mauritian",,   450,"",
"Ethnic or cultural origin","  Kenyan",,  1050,"",
"Ethnic or cultural origin","  Oji-Cree",,    20,"",
"Ethnic or cultural origin","  Vincentian",,   175,"",
"Ethnic or cultural origin","  Jordanian",,   445,"",
"Ethnic or cultural origin","  Manitoban",,   460,"",
"Ethnic or cultural origin","  Cape Bretoner",,   175,"",
"Ethnic or cultural origin","  Rwandan",,   280,"",
"Ethnic or cultural origin","  Grenadian",,   225,"",
"Ethnic or cultural origin","  Malayali",,   665,"",
"Ethnic or cultural origin","  Chaldean",,   165,"",
"Ethnic or cultural origin","  Sinhalese",,   555,"",
"Ethnic or cultural origin","  Mayan",,   575,"",
"Ethnic or cultural origin","  Honduran",,   340,"",
"Ethnic or cultural origin","  Cherokee",,   545,"",
"Ethnic or cultural origin","  Qalipu Mi'kmaq",,   110,"",
"Ethnic or cultural origin","  Indo-Caribbean",,   140,"",
"Ethnic or cultural origin","  Flemish",,   420,"",
"Ethnic or cultural origin","  United Empire Loyalist",,   180,"",
"Ethnic or cultural origin","  Senegalese",,   140,"",
"Ethnic or cultural origin","  Azerbaijani",,   670,"",
"Ethnic or cultural origin","  Sicilian",,   110,"",
"Ethnic or cultural origin","  Pashtun",,   820,"",
"Ethnic or cultural origin","  Malay",,   790,"",
"Ethnic or cultural origin","  Goan",,   350,"",
"Ethnic or cultural origin","  Bantu, n.o.s.",158,   330,"",
"Ethnic or cultural origin","  Tibetan",,   790,"",
"Ethnic or cultural origin","  Zimbabwean",,   660,"",
"Ethnic or cultural origin","  Burmese",,   540,"",
"Ethnic or cultural origin","  Mongolian",,   985,"",
"Ethnic or cultural origin","  Azorean",,    70,"",
"Ethnic or cultural origin","  Atikamekw",,     0,"",
"Ethnic or cultural origin","  Bamileke",,   105,"",
"Ethnic or cultural origin","  Indo-Guyanese",,    80,"",
"Ethnic or cultural origin","  Ugandan",,   300,"",
"Ethnic or cultural origin","  Oromo",,  1560,"",
"Ethnic or cultural origin","  Tanzanian",,   795,"",
"Ethnic or cultural origin","  Yemeni",,   555,"",
"Ethnic or cultural origin","  Central African",,    70,"",
"Ethnic or cultural origin","  Libyan",,   445,"",
"Ethnic or cultural origin","  Basque",,   175,"",
"Ethnic or cultural origin","  Uruguayan",,    85,"",
"Ethnic or cultural origin","  Akan, n.o.s.",159,   295,"",
"Ethnic or cultural origin","  Central or West African, n.o.s.",160,   345,"",
"Ethnic or cultural origin","  Igorot",,  1195,"",
"Ethnic or cultural origin","  Fulani",,    65,"",
"Ethnic or cultural origin","  Woodland Cree",,    70,"",
"Ethnic or cultural origin","  Guinean",,   155,"",
"Ethnic or cultural origin","  St. Lucian",,   230,"",
"Ethnic or cultural origin","  Prince Edward Islander",,   215,"",
"Ethnic or cultural origin","  Maliseet",,    25,"",
"Ethnic or cultural origin","  Beninese",,   145,"",
"Ethnic or cultural origin","  Telugu",,   255,"",
"Ethnic or cultural origin","  Roma",,   200,"",
"Ethnic or cultural origin","  Costa Rican",,   180,"",
"Ethnic or cultural origin","  African Nova Scotian",,    85,"",
"Ethnic or cultural origin","  Malagasy",,    35,"",
"Ethnic or cultural origin","  Kashmiri",,   820,"",
"Ethnic or cultural origin","  Singaporean",,   325,"",
"Ethnic or cultural origin","  Karen",,   390,"",
"Ethnic or cultural origin","  Edo",,   605,"",
"Ethnic or cultural origin","  Tajik",,   280,"",
"Ethnic or cultural origin","  Amhara",,   810,"",
"Ethnic or cultural origin","  Paraguayan",,   100,"",
"Highest certificate, diploma or degree","Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data",165,1056230,"",
"Highest certificate, diploma or degree","  No certificate, diploma or degree",,134565,"",
"Highest certificate, diploma or degree","  High (secondary) school diploma or equivalency certificate",167,273135,"",
"Highest certificate, diploma or degree","  Postsecondary certificate, diploma or degree",,648530,"",
"Highest certificate, diploma or degree","    Postsecondary certificate or diploma below bachelor level",,271085,"",
"Highest certificate, diploma or degree","      Apprenticeship or trades certificate or diploma",, 62155,"",
"Highest certificate, diploma or degree","        Non-apprenticeship trades certificate or diploma",168, 22795,"",
"Highest certificate, diploma or degree","        Apprenticeship certificate",169, 39360,"",
"Highest certificate, diploma or degree","      College, CEGEP or other non-university certificate or diploma",170,172905,"",
"Highest certificate, diploma or degree","      University certificate or diploma below bachelor level",, 36020,"",
"Highest certificate, diploma or degree","    Bachelor's degree or higher",,377450,"",
"Highest certificate, diploma or degree","      Bachelor's degree",,258985,"",
"Highest certificate, diploma or degree","      University certificate or diploma above bachelor level",, 19835,"",
"Highest certificate, diploma or degree","      Degree in medicine, dentistry, veterinary medicine or optometry",,  9365,"",
"Highest certificate, diploma or degree","      Master's degree",, 77600,"",
"Highest certificate, diploma or degree","      Earned doctorate",171, 11670,"",
"Highest certificate, diploma or degree","Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households - 25% sample data",165,737750,"",
"Highest certificate, diploma or degree","  No certificate, diploma or degree",, 56150,"",
"Highest certificate, diploma or degree","  High (secondary) school diploma or equivalency certificate",167,158090,"",
"Highest certificate, diploma or degree","  Postsecondary certificate, diploma or degree",,523505,"",
"Highest certificate, diploma or degree","    Postsecondary certificate or diploma below bachelor level",,207210,"",
"Highest certificate, diploma or degree","      Apprenticeship or trades certificate or diploma",, 46300,"",
"Highest certificate, diploma or degree","        Non-apprenticeship trades certificate or diploma",168, 16310,"",
"Highest certificate, diploma or degree","        Apprenticeship certificate",169, 29990,"",
"Highest certificate, diploma or degree","      College, CEGEP or other non-university certificate or diploma",170,132925,"",
"Highest certificate, diploma or degree","      University certificate or diploma below bachelor level",, 27990,"",
"Highest certificate, diploma or degree","    Bachelor's degree or higher",,316295,"",
"Highest certificate, diploma or degree","      Bachelor's degree",,215545,"",
"Highest certificate, diploma or degree","      University certificate or diploma above bachelor level",, 15980,"",
"Highest certificate, diploma or degree","      Degree in medicine, dentistry, veterinary medicine or optometry",,  8070,"",
"Highest certificate, diploma or degree","      Master's degree",, 67610,"",
"Highest certificate, diploma or degree","      Earned doctorate",171,  9100,"",
"Place of work status","Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data",198,638645,"",
"Place of work status","  Worked at home",,182015,"",
"Place of work status","  Worked outside Canada",,  2460,"",
"Place of work status","  No fixed workplace address",, 89650,"",
"Place of work status","  Usual place of work",,364515,"",
"Commuting destination","Total - Commuting destination for the employed labour force aged 15 years and over with a usual place of work - 25% sample data",199,364520,"",
"Commuting destination","  Commute within census subdivision (CSD) of residence",,332545,"",
"Commuting destination","  Commute to a different census subdivision (CSD) within census division (CD) of residence",, 22900,"",
"Commuting destination","  Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence",,  5875,"",
"Commuting destination","  Commute to a different province or territory",,  3200,"",
"Main mode of commuting","Total - Main mode of commuting for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data",200,454170,"",
"Main mode of commuting","  Car, truck or van",,378085,"",
"Main mode of commuting","    Car, truck or van - as a driver",,350765,"",
"Main mode of commuting","    Car, truck or van - as a passenger",, 27315,"",
"Main mode of commuting","  Public transit",, 39905,"",
"Main mode of commuting","  Walked",, 19195,"",
"Main mode of commuting","  Bicycle",,  3955,"",
"Main mode of commuting","  Other method",, 13035,"",
"Commuting duration","Total - Commuting duration for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data",201,454170,"",
"Commuting duration","  Less than 15 minutes",, 97610,"",
"Commuting duration","  15 to 29 minutes",,213150,"",
"Commuting duration","  30 to 44 minutes",, 99695,"",
"Commuting duration","  45 to 59 minutes",, 20845,"",
"Commuting duration","  60 minutes and over",, 22870,"",
"Time leaving for work","Total - Time leaving for work for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data",202,454170,"",
"Time leaving for work","  Between 5 a.m. and 5:59 a.m.",, 28655,"",
"Time leaving for work","  Between 6 a.m. and 6:59 a.m.",, 79585,"",
"Time leaving for work","  Between 7 a.m. and 7:59 a.m.",,116785,"",
"Time leaving for work","  Between 8 a.m. and 8:59 a.m.",, 86045,"",
"Time leaving for work","  Between 9 a.m. and 11:59 a.m.",, 67250,"",
"Time leaving for work","  Between 12 p.m. and 4:59 a.m.",, 75850,"",
"Children eligible for instruction in the minority official language","Total - Eligibility for instruction in the minority official language for the population in private households born in 2003 or later - 100% data",203,285180,"",
"Children eligible for instruction in the minority official language","  Children eligible for instruction in the minority official language",, 20385,"",
"Children eligible for instruction in the minority official language","  Children not eligible for instruction in the minority official language",,264795,"",
"Eligibility and instruction in the minority official language for school-aged children","Total - Eligibility and instruction in the minority official language, for the population in private households born between 2003 and 2015 (inclusive) - 100% data",204,205680,"",
"Eligibility and instruction in the minority official language for school-aged children","  Children eligible for instruction in the minority official language",, 15120,"",
"Eligibility and instruction in the minority official language for school-aged children","    Eligible children who have been instructed in the minority official language at the primary or secondary level in Canada",,  7850,"",
"Eligibility and instruction in the minority official language for school-aged children","    Eligible children who have not been instructed in the minority official language at the primary or secondary level in Canada",,  7275,"",
"Eligibility and instruction in the minority official language for school-aged children","  Children not eligible for instruction in the minority official language",,190560,"",

Symbols:
...,"not applicable"


Notes:
1,2021 and 2016 population
,Statistics Canada is committed to protect the privacy of all Canadians and the confidentiality of the data they provide to us. As part of this commitment  some population counts of geographic areas are adjusted in order to ensure confidentiality.
,The adjustment to counts of the total population for any dissemination block is controlled to ensure that the population counts for dissemination areas will always be within 5 of the actual values. The adjustment has no impact on the population counts of census divisions and large census subdivisions.

2,Total private dwellings
,Private dwelling refers to a separate set of living quarters with a private entrance either from outside the building or from a common hall  lobby  vestibule or stairway inside the building. The entrance to the dwelling must be one that can be used without passing through the living quarters of some other person or group of persons.

3,Private dwellings occupied by usual residents
,A private dwelling occupied by usual residents refers to a private dwelling in which a person or a group of persons is permanently residing. Also included are private dwellings whose usual residents are temporarily absent on May 11  2021.

4,The category 'Movable dwelling' includes mobile homes and other movable dwellings such as houseboats  recreational vehicles and railroad cars.

5,A census family is defined as a married couple (with or without children)  a common-law couple (with or without children) or a one-parent family. For more information  refer to the Census Dictionary: Census family structure.

6,There is no age restriction on children. Includes children living with a grandparent or grandparents without a parent present.

7,Includes foster children.

8,Multigenerational households represent all households where there is at least one person who is both the grandparent of a person in the household and the parent of another person in the same household. They also represent all households where there is at least one person who is both the child of a person in the household and the grandchild of another person in the same household. In previous censuses  multigenerational households were only created based on the former definition  not the latter. As a result  there may be small differences in counts for 2011 and 2016 in archived tables.

9,Excludes multigenerational households.

21,Total income - The sum of certain incomes (in cash and  in some circumstances  in kind) of the statistical unit during a specified reference period. The components used to calculate total income vary between:


    *statistical units of social statistical programs such as persons  private households  census families and economic families;
,
    *statistical units of business statistical programs such as enterprises  companies  establishments and locations;
,
    *statistical units of farm statistical programs such as farm operator and farm family.
,

In the context of persons  total income refers to receipts from certain sources  before income taxes and deductions  during a specified reference period.

In the context of census families  total income refers to receipts from certain sources of all of its family members  before income taxes and deductions  during a specified reference period.

In the context of economic families  total income refers to receipts from certain sources of all of its family members  before income taxes and deductions  during a specified reference period.

In the context of households  total income refers to receipts from certain sources of all household members  before income taxes and deductions  during a specified reference period.

The monetary receipts included are those that tend to be of a regular and recurring nature. Receipts that are included as income are:


    *employment income from wages  salaries  tips  commissions and net income from self-employment (for both unincorporated farm and non-farm activities);
,
    *income from investment sources  such as dividends and interest on bonds  accounts  guaranteed investment certificates (GICs) and mutual funds;
,
    *income from employer and personal pension sources  such as private pensions and payments from annuities and registered retirement income funds (RRIFs);
,
    *other regular cash income  such as child support payments received  spousal support payments (alimony) received and scholarships;
,
    *income from government sources  such as social assistance  child benefits  Employment Insurance benefits  Old Age Security benefits  COVID-19 benefits and Canada Pension Plan and Québec Pension Plan benefits and disability income.
,

Receipts excluded from this income definition are:


    *one-time receipts  such as lottery winnings  gambling winnings  cash inheritances  lump-sum insurance settlements and tax-free savings account (TFSA) or registered retirement savings plan (RRSP) withdrawals;
,
    *capital gains because they are not by their nature regular and recurring. It is further assumed that they are more relevant to the concept of wealth than the concept of income;
,
    *employers' contributions to registered pension plans  Canada Pension Plan  Québec Pension Plan and Employment Insurance;
,
    *voluntary inter-household transfers  imputed rent  goods and services produced for barter and goods produced for own consumption.
,

For the 2021 Census  the reference period for income data is the calendar year 2020  unless otherwise specified.

22,After-tax income - After-tax income refers to total income less income taxes of the statistical unit during a specified reference period. Income taxes refers to the sum of federal income taxes  provincial and territorial income taxes  less abatement where applicable. Provincial and territorial income taxes include health care premiums in certain jurisdictions. Abatement reduces the federal income taxes payable by persons residing in Quebec or in certain self-governing Yukon First Nation settlement lands.

For the 2021 Census  the reference period for income data is the calendar year 2020  unless otherwise specified.

26,Total income - The sum of certain incomes (in cash and  in some circumstances  in kind) of the statistical unit during a specified reference period. The components used to calculate total income vary between:


    *statistical units of social statistical programs such as persons  private households  census families and economic families;
,
    *statistical units of business statistical programs such as enterprises  companies  establishments and locations;
,
    *statistical units of farm statistical programs such as farm operator and farm family.
,

In the context of persons  total income refers to receipts from certain sources  before income taxes and deductions  during a specified reference period.

In the context of census families  total income refers to receipts from certain sources of all of its family members  before income taxes and deductions  during a specified reference period.

In the context of economic families  total income refers to receipts from certain sources of all of its family members  before income taxes and deductions  during a specified reference period.

In the context of households  total income refers to receipts from certain sources of all household members  before income taxes and deductions  during a specified reference period.

The monetary receipts included are those that tend to be of a regular and recurring nature. Receipts that are included as income are:


    *employment income from wages  salaries  tips  commissions and net income from self-employment (for both unincorporated farm and non-farm activities);
,
    *income from investment sources  such as dividends and interest on bonds  accounts  guaranteed investment certificates (GICs) and mutual funds;
,
    *income from employer and personal pension sources  such as private pensions and payments from annuities and registered retirement income funds (RRIFs);
,
    *other regular cash income  such as child support payments received  spousal support payments (alimony) received and scholarships;
,
    *income from government sources  such as social assistance  child benefits  Employment Insurance benefits  Old Age Security benefits  COVID-19 benefits and Canada Pension Plan and Québec Pension Plan benefits and disability income.
,

Receipts excluded from this income definition are:


    *one-time receipts  such as lottery winnings  gambling winnings  cash inheritances  lump-sum insurance settlements and tax-free savings account (TFSA) or registered retirement savings plan (RRSP) withdrawals;
,
    *capital gains because they are not by their nature regular and recurring. It is further assumed that they are more relevant to the concept of wealth than the concept of income;
,
    *employers' contributions to registered pension plans  Canada Pension Plan  Québec Pension Plan and Employment Insurance;
,
    *voluntary inter-household transfers  imputed rent  goods and services produced for barter and goods produced for own consumption.
,

After-tax income - Total income less income taxes of the statistical unit during a specified reference period. Income taxes refers to the sum of federal income taxes  provincial and territorial income taxes  less abatement where applicable. Provincial and territorial income taxes include health care premiums in certain jurisdictions. Abatement reduces the federal income taxes payable by persons residing in Quebec or in certain self-governing Yukon First Nation settlement lands.

For the 2021 Census  the reference period for income data is the calendar year 2020  unless otherwise specified.

Median income - The median income of a specified group is the amount that divides the income distribution of that group into two halves  i.e.  the incomes of half of the units in that group are below the median  while those of the other half are above the median. Median incomes of households are calculated for all units  whether or not they had income.

27,Total income - The sum of certain incomes (in cash and  in some circumstances  in kind) of the statistical unit during a specified reference period. The components used to calculate total income vary between:
    *statistical units of social statistical programs such as persons  private households  census families and economic families;
,    *statistical units of business statistical programs such as enterprises  companies  establishments and locations;
,    *statistical units of farm statistical programs such as farm operator and farm family.
,In the context of persons  total income refers to receipts from certain sources  before income taxes and deductions  during a specified reference period.
In the context of census families  total income refers to receipts from certain sources of all of its family members  before income taxes and deductions  during a specified reference period.
In the context of economic families  total income refers to receipts from certain sources of all of its family members  before income taxes and deductions  during a specified reference period.
In the context of households  total income refers to receipts from certain sources of all household members  before income taxes and deductions  during a specified reference period.
The monetary receipts included are those that tend to be of a regular and recurring nature. Receipts that are included as income are:
    *employment income from wages  salaries  tips  commissions and net income from self-employment (for both unincorporated farm and non-farm activities);
,    *income from investment sources  such as dividends and interest on bonds  accounts  guaranteed investment certificates (GICs) and mutual funds;
,    *income from employer and personal pension sources  such as private pensions and payments from annuities and registered retirement income funds (RRIFs);
,    *other regular cash income  such as child support payments received  spousal support payments (alimony) received and scholarships;
,    *income from government sources  such as social assistance  child benefits  Employment Insurance benefits  Old Age Security benefits  COVID-19 benefits and Canada Pension Plan and Québec Pension Plan benefits and disability income.
,Receipts excluded from this income definition are:
    *one-time receipts  such as lottery winnings  gambling winnings  cash inheritances  lump-sum insurance settlements and tax-free savings account (TFSA) or registered retirement savings plan (RRSP) withdrawals;
,    *capital gains because they are not by their nature regular and recurring. It is further assumed that they are more relevant to the concept of wealth than the concept of income;
,    *employers' contributions to registered pension plans  Canada Pension Plan  Québec Pension Plan and Employment Insurance;
,    *voluntary inter-household transfers  imputed rent  goods and services produced for barter and goods produced for own consumption.
,After-tax income - Total income less income taxes of the statistical unit during a specified reference period. Income taxes refers to the sum of federal income taxes  provincial and territorial income taxes  less abatement where applicable. Provincial and territorial income taxes include health care premiums in certain jurisdictions. Abatement reduces the federal income taxes payable by persons residing in Quebec or in certain self-governing Yukon First Nation settlement lands.
For the 2021 Census  the reference period for income data is the calendar year 2020  unless otherwise specified.
Average income - Average income of a specified group is calculated by dividing the aggregate income of that group by the number of units in that group. Average incomes of households are calculated for all units  whether or not they had income.

33,Low-income status - The income situation of the statistical unit in relation to a specific low-income line in a reference year. Statistical units with income that is below the low-income line are considered to be in low income.

For the 2021 Census  the reference period for income data is the calendar year 2020  unless otherwise specified.

Prior to the 2021 Census  the LIM thresholds and the LIM low income statistics were derived and reported for the population residing outside of the territories and off reserve only. It was based on the consideration that the income  prices and expenditure patterns could be quite different in the territories and on reserve  and thus  could make the interpretation of the LIM low-income statistics difficult.

Since the 2016 Census  there were research studies that analyzed the feasibility of defining LIM thresholds that include the population living in the territories and on reserve  and examined the aspects that should be considered when interpreting low-income statistics based on this definition.  With the guidance and support of such research  the 2021 Census expanded the coverage of the LIM concept to all regions in Canada  making it the only low-income concept that is applicable to the population living in the territories and on reserve.

Low-income measure  after tax (LIM-AT) - The Low-income measure  after tax  refers to a fixed percentage (50%) of median-adjusted after-tax income of private households. The household after-tax income is adjusted by an equivalence scale to take economies of scale into account. This adjustment for different household sizes reflects the fact that a household's needs increase  but at a decreasing rate  as the number of members increases.

Using data from the 2021 Census of Population  the line applicable to a household is defined as half the Canadian median of the adjusted household after-tax income multiplied by the square root of household size. The median is determined based on all persons in private households where low-income concepts are applicable. Thresholds for specific household sizes are presented in Table 2.4 Low-income measures thresholds (LIM-AT and LIM-BT) for private households of Canada  2020  Dictionary  Census of Population  2021.

When the unadjusted after-tax income of household pertaining to a person falls below the threshold applicable to the person based on household size  the person is considered to be in low income according to LIM-AT. Since the LIM-AT threshold and household income are unique within each household  low-income status based on LIM-AT can also be reported for households.

Low-income cut-offs  after tax (LICO-AT) - The Low-income cut-offs  after tax refers to an income threshold  defined using 1992 expenditure data  below which economic families or persons not in economic families would likely have devoted a larger share of their after-tax income than average to the necessities of food  shelter and clothing. More specifically  the thresholds represented income levels at which these families or persons were expected to spend 20 percentage points or more of their after-tax income than average on food  shelter and clothing. These thresholds have been adjusted to current dollars using the all-items Consumer Price Index (CPI).
The LICO-AT has 35 cut-offs varying by seven family sizes and five different sizes of area of residence to account for economies of scale and potential differences in cost of living in communities of different sizes. These thresholds are presented in Table 2.5 Low-income cut-offs  after tax (LICO-AT - 1992 base) for economic families and persons not in economic families  2020  Dictionary  Census of Population  2021.

When the after-tax income of an economic family member or a person not in an economic family falls below the threshold applicable to the person  the person is considered to be in low income according to LICO-AT. Since the LICO-AT threshold and family income are unique within each economic family  low-income status based on LICO-AT can also be reported for economic families.

Prevalence of low income - The proportion or percentage of units whose income falls below a specified low-income line.

34,Economic family after-tax income decile group - The economic family income decile group provides a rough ranking of the economic situation of a person based on his or her relative position in the Canadian distribution of the adjusted after-tax income of economic families for all persons in private households.

Using data from the 2021 Census of Population  the population in private households is sorted according to its adjusted after-tax family income and then divided into 10 equal groups each containing 10% of the population. The decile cut-points are the levels of adjusted after-tax family income that define the 10 groups.

For the 2021 Census  the reference period for income data is the calendar year 2020  unless otherwise specified.

35,The Gini coefficient  or Gini index  is a measure of inequality that indicates how equally income is distributed for a given population. It measures how much an income distribution deviates from perfect equality. Values of the Gini coefficient can range from 0 to 1. A value of 0 indicates that income is equally divided among the population  with all units receiving exactly the same amount of income. At the opposite extreme  a Gini coefficient of 1 denotes a perfectly unequal distribution  where one unit has all of the income in the economy. 

For the census  Gini coefficients are calculated for three types of adjusted household income—market income  total income and after tax income. Adjusted income is computed by dividing the household income by a factor equal to the square root of the household size (known as the equivalence scale). This adjustment for different household sizes takes into account economies of scale. It reflects the fact that the needs of a household increase  but at a decreasing rate  as the number of members increases.
 
The P90/P10 ratio is a measure of inequality. It is the ratio of the 90th and the 10th percentile of the adjusted household after-tax income. The 90th percentile means 90% of the population has income that falls below this threshold. The 10th percentile means 10% of the population has income that falls below this threshold.
 
50,Tenure refers to whether the household owns or rents their private dwelling. The private dwelling may be situated on rented or leased land or be part of a condominium. A household is considered to own their dwelling if some member of the household owns the dwelling even if it is not fully paid for  for example if there is a mortgage or some other claim on it. A household is considered to rent their dwelling if no member of the household owns the dwelling. A household is considered to rent that dwelling even if the dwelling is provided without cash rent or at a reduced rent  or if the dwelling is part of a cooperative.
For historical and statutory reasons  shelter occupancy on Indian reserves or settlements does not lend itself to the usual classification by standard tenure categories. Therefore  a special category  'dwelling provided by the local government  First Nation or Indian band ' has been created for census purposes.

51,Condominium status refers to whether the private dwelling is part of a condominium development. A condominium is a residential complex in which dwellings are owned individually while land and common elements are held in joint ownership with others.

52,Bedrooms refers to rooms in a private dwelling that are designed mainly for sleeping purposes even if they are now used for other purposes  such as guest rooms and television rooms. Also included are rooms used as bedrooms now  even if they were not originally built as bedrooms  such as bedrooms in a finished basement. Bedrooms exclude rooms designed for another use during the day such as dining rooms and living rooms even if they may be used for sleeping purposes at night. By definition  one-room private dwellings such as bachelor or studio apartments have zero bedrooms.

53,Rooms refers to enclosed areas within a private dwelling which are finished and suitable for year round living. The number of rooms in a private dwelling includes kitchens  bedrooms and finished rooms in the attic or basement. The number of rooms in a private dwelling excludes bathrooms  halls  vestibules and rooms used solely for business purposes. Partially divided rooms are considered to be separate rooms if they are considered as such by the respondent (e.g.  L-shaped dining-room and living-room arrangements).

54,Number of persons per room - Refers to an indicator of the level of crowding in a private dwelling. It is calculated by dividing the number of persons in the household by the number of rooms in the dwelling.

55,Housing suitability refers to whether a private household is living in suitable accommodations according to the National Occupancy Standard (NOS); that is  whether the dwelling has enough bedrooms for the size and composition of the household. A household is deemed to be living in suitable accommodations if its dwelling has enough bedrooms  as calculated using the NOS.
'Housing suitability' assesses the required number of bedrooms for a household based on the age  sex  and relationships among household members. An alternative variable  'persons per room ' considers all rooms in a private dwelling and the number of household members.
Housing suitability and the National Occupancy Standard (NOS) on which it is based were developed by Canada Mortgage and Housing Corporation (CMHC) through consultations with provincial housing agencies.

56,Period of construction refers to the period in time during which the building or dwelling was originally constructed.
This refers to the period in which the building was completed  not the time of any later remodeling  additions or conversions.
For properties having multiple residential structures  this refers to the period in which the most recent structure was completed.

57,Includes data up to May 11  2021.

58,Dwelling condition refers to whether the dwelling is in need of repairs. This does not include desirable remodelling or additions.

59,Refers to whether or not a person residing in the household is responsible for paying the rent  or the mortgage  or the taxes  or the electricity or other services or utilities. Where a number of people may contribute to the payments  more than one person in the household may be identified as a household maintainer. If no person in the household is identified as making such payments  the reference person is identified by default.

60,Primary household maintainer - The first person in the household identified as someone who pays the rent  or the mortgage  or the taxes  or the electricity or other services or utilities for the dwelling. When more than one member of the household contributes to the payments  the first person listed is chosen as the primary household maintainer. If no person in the household is identified as making any such payments  the first person listed is selected by default.
The order of the persons in a household is determined by the order in which they are listed on the questionnaire. Generally  an adult is listed first followed  if applicable  by their spouse or common-law partner and then by their children. The order does not necessarily correspond to the proportion of household payments made by each person.

61,Shelter-cost-to-income ratio - Refers to the proportion of average total income of household which is spent on shelter costs.
Shelter-cost-to-income ratio is calculated for private households  who reported a total household income greater than zero.
Private households located on an agricultural operation that is operated by a member of the household  and households who reported a zero or negative total household income are excluded.
The relatively high shelter-costs-to-household income ratios for some households may have resulted from the difference in the reference period for shelter costs and household total income data. The reference period for shelter cost data is 2021  while household total income is reported for the year 2020. As well  for some households  the 2020 household total income may represent income for only part of a year.
For more information on household total income or shelter costs  refer to the Census Dictionary: Total income and Shelter cost.

62,Acceptable housing refers to whether a household meets each of the three indicator thresholds established by the Canada Mortgage and Housing Corporation for housing adequacy  suitability and affordability.Housing indicator thresholds are defined as follows:
    *Adequate housing is reported by their residents as not requiring any major repairs.
,    *Affordable housing has shelter costs equal to less than 30% of total before-tax household income.
,    *Suitable housing has enough bedrooms for the size and composition of resident households according to the National Occupancy Standard (NOS)  conceived by the Canada Mortgage and Housing Corporation and provincial and territorial representatives.
,Acceptable housing identifies which thresholds the household falls below  if any. Housing that is adequate in condition  suitable in size and affordable is considered to be acceptable.
